id,content,time,retweets,favorites
546975006115528704,"Thanks for your great support in 2014! #Holiday #xmas #PartOfGoetze pic.twitter.com/F7DhEMSF7K",02:26 - 22. Dec. 2014,968,2.376
545980500855500802,"I would like to introduce the new members of our #PESteam! Welcome to @LukeShaw3 and @IkerMuniain19 #PES2015 #PartOfGoetze",08:34 - 19. Dec. 2014,518,1.159
545919941208457216,"Great! @EAbidalOfficial RT Abidal: „Now I will invest my money in hospitals, in helping children, in good causes.“ pic.twitter.com/anMyJNfT4g",04:33 - 19. Dec. 2014,630,1.355
545883439833296896,"Last Matchday in 2014! #M05FCB - Come on all together! @FCBayern #Packmas #PartOfGoetze ;-)",02:08 - 19. Dec. 2014,354,990
545677393281949697,"2.000.000 Follower - Thank you that´s amazing! - You all are #PartOfGoetze Have a great evening! ;-)",12:30 - 18. Dec. 2014,562,1.726
545565765798490112,"Gestern habe ich die Kinderklinik in Schwabing besucht. Ein bewegender Abend! @StKM_News #PartOfGoetze pic.twitter.com/oWPaEXTxvk",05:06 - 18. Dec. 2014,1.081,2.856
544886894996504576,"TRAIN HARD. MAKE HISTORY. @beatsbydre@beatsbydreDE #PartOfGoetzehttps://www.youtube.com/watch?v=KIjLT_a8y-8 …",08:08 - 16. Dec. 2014,432,1.147
544856398275051520,"Matchday - Bundesliga! This evening #AllianzArena #FCBSCF #PartOfGoetze",06:07 - 16. Dec. 2014,396,1.039
544585212471283712,"@ChampionsLeague draw: @FCBayern vs. @FCShakhtar_eng - we want to proceed to the next round! #Packmas #PartOfGoetze",12:10 - 15. Dec. 2014,176,456
543832676516777984,"Important victory vs. @FCAugsburg  - #FCAFCB #Herbstmeister @FCBayern #PartOfGoetze - Have a nice weekend. pic.twitter.com/Q9lrwGlfa4",10:19 - 13. Dec. 2014,640,1.756
543728377782607873,"Matchday #Bundesliga #FCAFCB - whats is your prediction for the result! #PartOfGoetze #Packmas @FCBayern",03:25 - 13. Dec. 2014,343,1.039
543465424424542210,"#Götzseidank Platz 3 beim Wort des Jahres",10:00 - 12. Dec. 2014,459,1.549
543378311234473984,"Always stay focused and train hard! Never lean back! @beatsbydre #PartOfGoetze pic.twitter.com/m0EM4Da8FG",04:14 - 12. Dec. 2014,956,2.495
543153581558611968,"Just watched The Hobbit - The battle of the five armies! How do you like the the movie! I liked it very much…#PartOfGoetze #Hobbit",13:21 - 11. Dec. 2014,560,1.422
542972157052346368,"Good Morning after winning yesterday #FCBCSKA - what is your wish for @FCBayern for the #ChampionsLeague in 2015?#PartOfGoetze #MiaSanMia",01:20 - 11. Dec. 2014,333,911
542651836470423552,"Matchday - @ChampionsLeague  #FCBCSKA - #packmas #PartOfGoetze",04:07 - 10. Dec. 2014,404,1.032
541196365783900162,"Today Matchday - #Bundesliga #FCBB04  - looking forward to the game. Need your support! Where do you watch the game? #PartOfGoetze #packmas",03:44 - 6. Dec. 2014,374,1.079
541195583885967360,"UNFASSBAR! RT @BILD: Der WM-Schuh von @MarioGoetze bringt 2 Mio. Euro für @BILDhilft! http://on.bild.de/1yoIbZC  pic.twitter.com/RH7Db6jxIB",03:40 - 6. Dec. 2014,465,1.474
540514944723464192,"Ab Sommer mit #HawkEye. Gute Entscheidung! - Für mehr Fairness bei knappen Torentscheidungen. #Torlinientechnik #Bundesliga #PartofGoetze",06:36 - 4. Dec. 2014,333,1.133
540480578592980993,"Some impressions from TV show #Menschen2014 @OneRepublic #PartOfGoetze pic.twitter.com/Y6vCnfuUCM",04:19 - 4. Dec. 2014,816,2.094
539488680604602368,"Got my new #Magista. White boots for the winter ;-))http://gonike.me/6184q8k8  pic.twitter.com/WmvC2dMxaq",10:38 - 1. Dec. 2014,1.507,3.239
539483821373411329,"Good Luck Manu! The shortlist for the FIFA Ballon d'Or is @cristiano, Lionel Messi & @Manuel_Neuer #BallondOr pic.twitter.com/lIy5dIPCN5",10:19 - 1. Dec. 2014,1.620,2.585
538653413836615680,"Matchday - @bundesliga_de #BSCFCB #packmas #PartOfGoetze",03:19 - 29. Nov. 2014,419,1.177
538394832474243072,"Ihr könnt gespannt sein! RT @BILDhilft: Volltreffer! „Ein Herz für Kinder“ hat eine Überraschung …Morgen @BILD pic.twitter.com/kgI9AFtC5x",10:11 - 28. Nov. 2014,321,1.195
537180266515931136,"Feliz Cumpleaños! - Happy Birthday! - Alles Gute zum Geburtstag! @XabiAlonso #PartOfGoetze pic.twitter.com/yFKRFR04cl",01:45 - 25. Nov. 2014,1.063,2.208
537171912951353344,"Good Morning from Manchester. It is Matchday again! @ChampionsLeague @FCBayern #MCFCFCB #Packmas #PartOfGoetze pic.twitter.com/uF1Rv9QiEa",01:12 - 25. Nov. 2014,826,1.736
536600496984059905,"Gute Besserung mein Freund! @woodyinho Du kommst zurück. Kopf hoch!!",11:21 - 23. Nov. 2014,1.535,2.743
536099887897915392,"Matchday #Bundesliga #FCBTSG ! Auf geht's! !#PartOfGoetze",02:12 - 22. Nov. 2014,520,1.442
534727681771053056,"Alles Gute! - Get well soon Philipp! RT @FCBayern: Fußbruch! - Philipp #Lahm fällt mehrere Monate aus: pic.twitter.com/R2xmceTZG9",07:19 - 18. Nov. 2014,1.108,2.279
534659265123061760,"Last Match of the National Team season. #ESPGER #2014 @DFB_Team - Thank you for your great support.#PartOfGoetze pic.twitter.com/g3G6XT8lK6",02:47 - 18. Nov. 2014,726,1.623
534301675646107648,"My own coin ;-))http://www.degussa-goldhandel.de/de/wm-helden.aspx …#PartOfGoetze pic.twitter.com/9Ots8r2eQf",03:07 - 17. Nov. 2014,625,1.566
533191130679349248,"Found this picture in my fanmail! Cool - thanks to Ulf ;-) pic.twitter.com/ARWGunXfey",01:34 - 14. Nov. 2014,768,2.120
533176292620115968,"Good Morning! It´s Matchday #GERGIB @DFB_Team - Have a nice Friday - #partofgoetze",00:35 - 14. Nov. 2014,551,1.241
532184186413936640,"@officialpes: #PES2015 Launch Trailer is live! I like it, what about you? Check it out herehttp://youtu.be/0NGFNXJKhFQ  pic.twitter.com/vUUqpnEq6w",06:52 - 11. Nov. 2014,313,637
532179080842846209,"Happy Birthday Philipp #Lahm! - Alles Gute zum Geburtstag!#PartOfGoetze pic.twitter.com/rUNpbYQPnO",06:32 - 11. Nov. 2014,1.435,2.765
530711766935027712,"The first edition #PES2015.Thanks @Officialpes. Looking forward to play it… ;-)#ThePitchIsOurs #PartOfGoetze pic.twitter.com/HZsKdpDaGr",05:22 - 7. Nov. 2014,1.177,2.716
530332596946079744,"Hey @Andre_Schuerrle! HAPPY BIRTHDAY!  ;-)) See you!",04:15 - 6. Nov. 2014,1.066,2.121
530329772019417089,"Gute Besserung David!Get well soon David! @David_Alaba",04:04 - 6. Nov. 2014,574,1.468
527147629978079232,"Part of the shortlist for #BallondOr2014 #Proud#PartOfGoetzehttp://fifa.to/1DX6iDz ",10:19 - 28. Oct. 2014,719,1.616
524820501240504321,"Good Morning! - Great victory yesterday  #ASRFCB - now on the way to the audience with the Pope - Excited! Have a great day! #partofgoetze",00:12 - 22. Oct. 2014,597,1.585
524518275091156994,"It´s @ChampionsLeague Day again!Looking forward ;-)#MatchDay #ASRFCB #partofgoetze #packmas",04:11 - 21. Oct. 2014,652,1.490
519428302063157248,"On the way to Frankfurt! @DFB_Team @JB17Official #PartOfGoetze pic.twitter.com/cSkU6WkbmY",03:05 - 7. Oct. 2014,1.368,3.230
516914434699436032,"Matchday @ChampionsLeague  - #CSKAFCB #packmas #PartOfGoetze",04:36 - 30. Sep. 2014,675,1.393
515124597633875968,"haha nice pic! RT @Mario_Goetze19: @MarioGoetze Congratulation pic.twitter.com/lY1taiQU2L",06:04 - 25. Sep. 2014,775,1.863
514742672243056641,"4:0 win yesterday #FCBSCP #happy now focus on the next game...  #PartOfGoetze pic.twitter.com/BRkFaKDwOB",04:46 - 24. Sep. 2014,1.128,2.382
514405467356135424,"Matchday! Englische Woche! #Bundesliga #FCBSCP#PartOfGoetze pic.twitter.com/LKv42Agbih",06:26 - 23. Sep. 2014,657,1.558
509325991559561216,"Happy Birthday @andreapetkovic, you´re so great for german tennis!#PartOfGoetze pic.twitter.com/Vg4te5xTuk",06:02 - 9. Sep. 2014,547,1.497
506703741849206784,"Danke Fans! @DFB_Team: Auszeichnungen für @Manuel_Neuer (Spieler der WM) & @MarioGoetze (Tor der WM). #4gefuehl #PartOfGoetze",00:22 - 2. Sep. 2014,647,1.637
505052963711496192,"#UCLDraw almost copy of last year's season. @MCFC, @PFC_CSKA_MOSCOW, @OfficialASRoma - tough group but confident to proceed...!#MiaSanMia",11:03 - 28. Aug. 2014,663,1.333
505007873219653632,"#ChampionsLeagueDraw soon. Let’s see who we are facing this year ;) pic.twitter.com/Dp5dhOuyPR",08:03 - 28. Aug. 2014,1.314,2.398
502822683667857409,"Matchday 1 - #Bundesliga #FCBWOB #PackMas - Let´s Go! #PartOfGoetze pic.twitter.com/lY90IhN3iO",07:20 - 22. Aug. 2014,821,1.760
502111259245174784,"2 days till start of #Bundesliga season 14/15! Getting more and more excited! How about you? #FCBWOB #MiaSanMia #FCBayern #PartOfGoetze",08:13 - 20. Aug. 2014,737,1.548
500618665872883713,"Next great guy retires from #DFBTeam. Thank you for all Per @mertesacker! #BFG #worldchampion pic.twitter.com/kM5XHnMOgO",05:22 - 16. Aug. 2014,2.593,3.869
500026189634105344,"Checking your #WorldCup2014 party pics! Vote here for the winner! http://bit.ly/1lZ6yYn #PartOfGoetze pic.twitter.com/MPiamCJD4r",14:08 - 14. Aug. 2014,801,2.370
499518826888048640,"Matchday #Supercup #BVBFCB - First official match in season 14/15 #PartOfGoetze",04:32 - 13. Aug. 2014,1.037,1.991
498821096108744705,"Thanks Miro #Klose Your statistics speak for themselves, but you are even more remarkable as a person!#Welttorjäger pic.twitter.com/AHBxjdNvuk",06:19 - 11. Aug. 2014,4.488,6.688
498393406448881664,"Team presentation yesterday #FCBayern  #Bundesliga #PartOfGoetze pic.twitter.com/JCX3vww5F2",02:00 - 10. Aug. 2014,1.680,3.567
497119079556481025,"Hello Portland - #FCBayern  #PartOfGoetze pic.twitter.com/bQl2U0Ibyn",13:36 - 6. Aug. 2014,1.964,4.243
495221035667820544,"Happy Birthday, @BSchweinsteiger! #HappyBasti pic.twitter.com/Kj4KbCcrWl",07:54 - 1. Aug. 2014,5.692,7.807
494819981008584704,"Looking forward to the new season #PartOfGoetze #FCBayern pic.twitter.com/xasKfyv5Lv",05:20 - 31. Jul. 2014,3.050,6.206
490950080862883840,"One week ago!  Still feels like a dream  #WorldCup2014 #Weltmeister #DFBTeam #PartOfGoetze pic.twitter.com/skQjGpfK7u",13:03 - 20. Jul. 2014,5.684,9.922
490589087305576448,"World Champion! Great end of a great and outstanding national team career! Thank You #PhilippLahm pic.twitter.com/G8VtdztTI2",13:08 - 19. Jul. 2014,4.723,8.578
489871726525034496,"All the best @ToniKroos in #Madrid. I will miss you. It was such a great time with you! pic.twitter.com/uycYdVaIlp",13:38 - 17. Jul. 2014,8.303,11.083
489023748205735936,"Wow what a welcome in Germany! Thank you! #Mustafi #Weltmeister #PartofGoetze pic.twitter.com/hb4NfoLOg9",05:28 - 15. Jul. 2014,8.164,14.908
488991540749303808,"Da ist der Pokal in Berlin! #Weltmeister #DFBTeam  #Weidenfeller ;-)) #PartOfGoetze pic.twitter.com/quehaPGp01",03:20 - 15. Jul. 2014,7.585,14.708
488981104704389120,"Wow was hier los ist! Wahnsinn!AMAZING! #Weltmeister #PartOfGoetze pic.twitter.com/021mCjGMMG",02:39 - 15. Jul. 2014,7.961,16.073
488965318904389632,"Back in Germany!!! #Fanmeile #Weltmeister #Siegerflieger #PartOfGoetze pic.twitter.com/kBRyxOGwES",01:36 - 15. Jul. 2014,10.240,17.912
488764216221134849,"Good Bye Brazil! Obrigado! Looking forward to celebrate tomorrow in Germany!  #Weltmeister #DFBTeam #PartOfGoetze pic.twitter.com/UWEPp1NjDS",12:17 - 14. Jul. 2014,8.942,13.816
488726693704892417,"World Champion 2014! Tastes and feels sooooo good! #WorldCup2014 #DFBTeam #Weltmeister #PartOfGoetze pic.twitter.com/YVYqB1AZQe",09:48 - 14. Jul. 2014,12.010,16.451
488351400406310912,"Matchday - #GERARG in 3hours #WorldCup2014 #DFBTeam - Together we can make it!!!#PartOfGoetze",08:57 - 13. Jul. 2014,2.663,4.014
488064128578519041,"Hello from Rio! Looking forward to the great match #GERARG and your support! #WorldCup2014 #DFBTeam #PartOfGoetze pic.twitter.com/g14MlFUwu5",13:55 - 12. Jul. 2014,6.600,10.421
487963392641347585,"Danke Sid! RT @DFB_Team #aneurerseite „Ich drücke den Jungs die Daumen & hoffe, dass sie den verdienten Titel holen“ pic.twitter.com/i2NDDZxpBk",07:15 - 12. Jul. 2014,506,1.834
483609892763480064,"It´s Matchday #GERALG - #Last16 #WorldCup2014 #PartOfGoetze - Let´s go!! pic.twitter.com/7bIkFU5XBC",06:55 - 30. Jun. 2014,3.090,5.995
482152444496203776,"Matchday #USAGER  #PartOfGoetze - Come On - Thanks for 1 Mio. Followers ;-))",06:24 - 26. Jun. 2014,952,1.651
480741352914038784,"#GERGHA - tough game! - my first #WorldCup goal…!#PartOfGoetze pic.twitter.com/KTwoG5ODce",08:57 - 22. Jun. 2014,3.854,6.564
480346825900425216,"Matchday #WorldCup2014  #GERGHA #PartOfGoetze - looking forward! Come on!",06:49 - 21. Jun. 2014,1.057,1.508
480009815167893504,"Hi from Fortaleza. #WorldCup2014 #PartOfGoetze My App:Android: http://bit.ly/1mRCdfs IOS: http://bit.ly/1mRBKtR  pic.twitter.com/B1vMRQoU6D",08:30 - 20. Jun. 2014,741,2.096
479375581055029249,"Great Movie! @beatsbydre http://bit.ly/1xczXpN #PartOfGoetze pic.twitter.com/R9EYL8Trhs",14:30 - 18. Jun. 2014,1.501,3.675
478869444203393024,"Thanks for your support!  First victory at the #WorldCup2014 #DFBTeam #PartOfGoetze pic.twitter.com/xa9MTT0VUR",04:59 - 17. Jun. 2014,1.849,3.416
478510250535165952,"Thanks my friend! @woodyinho: Good luck guys http://twitter.com/woodyinho/status/478507043742302208/photo/1pic.twitter.com/cbu3xaH4JC ",05:11 - 16. Jun. 2014,1.512,2.108
478501395210178560,"Yes! Matchday #GERPOR #WorldCup #PartOfGoetze",04:36 - 16. Jun. 2014,1.087,1.272
477559637722808320,"Send me your pics how you celebrate/watch the #WorldCup Details: http://bit.ly/TOqyFI #PartOfGoetze pic.twitter.com/vU1F7tnSQB",14:14 - 13. Jun. 2014,299,1.009
477553975143976960,"#ESPNED wow…!",13:51 - 13. Jun. 2014,1.106,1.308
477088334364553217,"Today the #WorldCup ist starting. Getting excited….! How about you? #PartOfGoetze",07:01 - 12. Jun. 2014,606,957
476838498432208896,"Watch #GALAXY11 battle vs. aliens in space! Part 1! http://bit.ly/1tYkndc  pic.twitter.com/hhVdC80cZs",14:28 - 11. Jun. 2014,576,1.442
476440332713070592,"Greetings from Brazil #WM2014 #PartOfGoetzeMore Pics:Android: http://bit.ly/1mRCdfs IOS: http://bit.ly/1mRBKtR  pic.twitter.com/WQcCwnNn6g",12:06 - 10. Jun. 2014,557,1.433
475355318139252736,"So sad! Get well soon and keep your head up my friend @woodyinho.We will play for you!!! #WorldCup2014 #PartOfGoetze pic.twitter.com/navx9vtB8P",12:15 - 7. Jun. 2014,4.186,4.464
474508226160263168,"On the way to the @DFB_Team #PartOfGoetze #WorldCup2014 pic.twitter.com/6K2q3FBcQG",04:09 - 5. Jun. 2014,1.455,3.090
474296475598725120,"Thanks for all your birthday congratulations!#PartOfGoetze pic.twitter.com/IMlcxvpkeJ",14:07 - 4. Jun. 2014,1.022,2.760
473752095909494784,"Danke!! ;-) @Badstuber: Happy birthday @MarioGoetze !!!!!!!",02:04 - 3. Jun. 2014,357,722
471666751898652674,"Yoga...! #PartOfGoetze #WorldCup pic.twitter.com/05B1DNSsNC",07:58 - 28. May. 2014,1.302,3.032
471036978138714112,"Workout for the #WorldCup with @ToniKroos @Andre_Schuerrle and #Mustafi#PartOfGoetze pic.twitter.com/pyKacUoyDf",14:15 - 26. May. 2014,735,1.640
470661776439508994,"@Andre_Schuerrle: Brooooos:)))) @woodyinho @MarioGoetze pic.twitter.com/L1X4bbTjaT",13:24 - 25. May. 2014,1.836,3.455
467028186711461888,"#PartOfGoetze - Get my App! Play-Store: http://bit.ly/1mRCdfs App-Store: http://bit.ly/1mRBKtR  pic.twitter.com/94W5SDBar2",12:46 - 15. May. 2014,545,1.505
467022557003399169,"@OfficialEl92 training session for #GALAXY11 was amazing! http://bit.ly/1mrnABI ",12:23 - 15. May. 2014,84,225
463989017160060929,"#PartOfGoetze - Website and Apps are online! pic.twitter.com/hsh3ZJXD50",03:29 - 7. May. 2014,422,1.045
463752622596308992,"Gift from a fan. Thanks to all of you! Looks like me ;-) pic.twitter.com/M6aocfvrb2",11:50 - 6. May. 2014,1.432,3.076
461163352765386752,"CL-Matchday: #FCBRMA - Come On! pic.twitter.com/N0LoTqL533",08:21 - 29. Apr. 2014,1.365,2.251
459001091058040832,"CL-Matchday: #RMAFCB  #packmas pic.twitter.com/m8xYzSxgSa",09:09 - 23. Apr. 2014,866,1.647
454978403251150848,"Matchday #FCBBVB #packmas - looking forward to meeting my old mates…! pic.twitter.com/ZnUExY530q",06:44 - 12. Apr. 2014,1.346,2.455
451332419832922113,"...with my old friend @S_Kagawa0317 ;-) pic.twitter.com/Vac9vkfIfg",05:16 - 2. Apr. 2014,3.799,4.549
441999602389364736,"Are you ready to support #GALAXY11? Then put on your own uniform ;-)http://bit.ly/1dVtJSf  pic.twitter.com/pdw49wGNZo",10:11 - 7. Mar. 2014,560,1.257
441545663332245504,"Really unbelievable. #Magista pic.twitter.com/RLHECyh9Om",04:07 - 6. Mar. 2014,2.038,2.727
440197147955568640,"Coming soon ;-) #Magista pic.twitter.com/vniAW4mHjw",10:49 - 2. Mar. 2014,426,990
439036288059338752,"Unbelievable ;-))http://gonike.me/Mgsta  #Magista",05:56 - 27. Feb. 2014,221,451
438406526005698562,"100! Thanks for your support! pic.twitter.com/1yym81rN5I",12:13 - 25. Feb. 2014,1.040,1.891
437588765482426368,"Matchday #H96FCB - Focussed...! pic.twitter.com/aTPaSFatkd",06:04 - 23. Feb. 2014,904,2.058
436141371347701760,"Matchday #AFCFCB looking forward!http://instagram.com/p/kmbkt8Qs2v/ #FearNoMoment",06:13 - 19. Feb. 2014,353,510
427462595683971072,"Kitzbühel - Super G Race... pic.twitter.com/hHAZIMK8ZV",07:26 - 26. Jan. 2014,309,996
427040095578124289,"Great guy - great performance yesterday @dante_bonfim pic.twitter.com/8RoDLCxQa7",03:27 - 25. Jan. 2014,681,1.360
425690264842534912,"Presents for my teammates...thanks to #BeatsByDre pic.twitter.com/yBsZ2kUstJ",10:04 - 21. Jan. 2014,694,1.552
425225626359189505,"#wolfofwallstreet Amazing movie!@LeoDiCaprio pic.twitter.com/S19Qb2Eyxo",03:17 - 20. Jan. 2014,590,1.050
422839645941301248,"Good Night my friends ! pic.twitter.com/YpNUEKTR96",13:16 - 13. Jan. 2014,785,1.853
420949022443339776,"@Manuel_Neuer Congrats World's Best Goalkeeper",08:04 - 8. Jan. 2014,555,587
413263417722818560,"The #GALAXY11 team is now in place. We are ready for the epic battle of a lifetime. http://youtu.be/EC-zB2aSXXM  pic.twitter.com/w6098T5rV6",03:04 - 18. Dec. 2013,1.227,1.393
412279608713543680,"Wish you a beautiful 3. advent sunday from summerly and warm Morocco!http://bit.ly/185ipQY  pic.twitter.com/BevBQP1fkU",09:54 - 15. Dec. 2013,504,1.036
411139840714223616,"Schaut mal vorbei:) für einen guten Zweck!//Check it out:) for a good cause.... http://fb.me/2srt0mBMA ",06:25 - 12. Dec. 2013,119,248
411138945586827264,"Schaut mal vorbei:) für einen guten Zweck! //Check it out:) for a good cause!Strenght. http://fb.me/6o6BEgHpf ",06:22 - 12. Dec. 2013,113,228
409658296745078784,"Gestern 7:0 in Bremen gewonnen ! :) Habt einen schönen 2. Advent und schaut mal bei meinem Adventskalender... http://fb.me/3ioSIxKUU ",04:18 - 8. Dec. 2013,227,401
408860866034286592,"Hohoho...heute am Nikolaustag gibt es ein signiertes DFB-Trikot in meinem Adventskalender. Heute ist auch die... http://fb.me/1dTJOUN7o ",23:30 - 5. Dec. 2013,146,285
407788809058017280,"Guten Morgen! Ich wünsche Euch einen schönen Tag!Heute im Adventskalender: Eine Beats Pill...!Cooler Sound,... http://fb.me/2JEln1Yc1 ",00:30 - 3. Dec. 2013,149,280
407494365733748736,"Danke für Eure zahlreiche Teilnahme am 01.12.Gewinner aus Türchen 1 ist Mona Z.Heute gibt es eine neue Chance,... http://fb.me/2DltcMEIF ",05:00 - 2. Dec. 2013,124,218
407142047716343808,"Wünsche Euch einen schönen 1. Advent!Bis Weihnachten ist mein Adventskalender mit tollen Preisen aktiv.Viel... http://fb.me/3tWooyc4w ",05:40 - 1. Dec. 2013,180,341
406467201298735104,"Auf dem Platz hat es in meiner Jugend angefangen. Bis heute gebe ich mein Bestes, egal unter welchen Bedingungen... pic.twitter.com/Tir4BAV6XH",08:58 - 29. Nov. 2013,315,661
405811499954106369,"1:3 in Moskau gewonnen:) Schwierige Bedingungen. Morgen geht es ganz früh nach Hause. Gute Nacht!//1:3... http://fb.me/3uvuq063h ",13:32 - 27. Nov. 2013,246,403
405244396993794048,"Der Winter kommt. Auf dem Weg nach Moskau. Es geht weiter!:)//Winter is coming. On the way to Moscow. It goes... http://fb.me/2hOa73sw1 ",23:59 - 25. Nov. 2013,196,324
403118308721172480,"1:0 Sieg gegen Englang Im Wembley gestern. Per alias Big Fucking German trifft per Kopf. //1-0 victory... http://fb.me/29mcWZKbA ",03:11 - 20. Nov. 2013,464,470
402467925065342976,"I was recruited by @beckenbauer to fight aliens...I´ve joined #GALAXY11. Ready to defend earth!Faith ;-)http://bit.ly/IbVcCA ",08:06 - 18. Nov. 2013,391,410
401072582465945600,":) Marco Reus André Schürrle Sidney Sam http://fb.me/38BSAplQE ",11:42 - 14. Nov. 2013,331,444
399947570065461249,"Happy Birthday Philipp #Lahm....!!!",09:11 - 11. Nov. 2013,1.148,841
399911033529438208,"Gute Besserung Neven!//Get well soon Neven! http://fb.me/15aujhkF7 ",06:46 - 11. Nov. 2013,279,373
396220860073512960,"neuer Instagram Name: gotzemarionoch privater, folgt mir :)//New instagram name: gotzemarionor private,... http://fb.me/1F6I7xFET ",03:23 - 1. Nov. 2013,166,247
394185944653639680,"Ein hartes Stück Arbeit. Wichtige 3 Punkte. Was für ein Kopfball :D//A lot of hard work. 3 important points.... http://fb.me/1QYi0TY93 ",12:37 - 26. Oct. 2013,247,333
393359912124035072,"9 Punkte aus 3 Champions League Spielen. Sehr wichtiger Sieg gestern. Endlich mein erstes Tor:) Danke an die... http://fb.me/2Nbt1VbIU ",05:54 - 24. Oct. 2013,248,281
391289632224468992,"Silence!:) keep trying over and over again. http://fb.me/6szGsfSOF ",12:48 - 18. Oct. 2013,268,258
389075249968742400,"„To be a champ, you have to believe in yourself when nobody else will“Faith!:)",10:09 - 12. Oct. 2013,1.202,708
388296393473150976,"„To be a champ, you have to believe in yourself when nobody else will“Faith!:) http://fb.me/1TsAGlDD4 ",06:34 - 10. Oct. 2013,444,320
387323225979756544,"Wiesn! David Alaba - offizielle Seite http://fb.me/Kkvgv6l1 ",14:07 - 7. Oct. 2013,166,233
380383645111816192,"Instagram: gotzemario10",10:31 - 18. Sep. 2013,302,319
377164910570246144,"Thankful!:) http://fb.me/LSmnDbuW ",13:21 - 9. Sep. 2013,222,249
376301486369550337,"Dirkules;) http://fb.me/1DByqilEf ",04:10 - 7. Sep. 2013,167,200
376027061942751232,"Viel Glück heute Abend gegen Österreich:)//Good luck tonight against Austria:) http://fb.me/2BeEjBJbT ",10:00 - 6. Sep. 2013,237,256
375296072823750656,":) http://fb.me/z71mHBIa ",09:35 - 4. Sep. 2013,179,214
374099638078296064,":(I'll be back soon.... http://fb.me/14aZV3jOH ",02:21 - 1. Sep. 2013,411,314
373608465576755200,"Super-Cup :) Jérôme Boateng Official http://fb.me/HfnVGg2w ",17:49 - 30. Aug. 2013,371,331
373202359897579520,"Eine Ehre mit dir zu spielen! Gratulation Franck :)//An honor to play with you! Congratulations Franck :) http://fb.me/RVNyuYPM ",14:55 - 29. Aug. 2013,459,380
373201951875694592,"Eine Ehre mit dir zu spiele! Gratulation Franck :)//An honor to play with you! Congratulations Franck :) http://fb.me/1OAT3iIea ",14:54 - 29. Aug. 2013,209,219
373154069441183744,"Champions League: -ZSKA Moskau-Manchester City-Victoria Pilsen.Desire! http://fb.me/2inZ3Aplp ",11:43 - 29. Aug. 2013,299,272
366928392920117250,"Mit Franz Beckenbauer und Rudi Völler im Sportstudio am Samstag Abend. 50 jähriges Jubiläum.//With Franz... http://fb.me/2QsXvuTJu ",07:25 - 12. Aug. 2013,230,258
352027102201122817,"http://fb.me/1nMcBGpjQ ",04:32 - 2. Jul. 2013,323,300
345507360883765248,"Enjoy:) http://fb.me/298CN6JcI ",04:45 - 14. Jun. 2013,289,317
342686281286971396,"Ab heute geht es los! Titeljagd für unsere U21 bei der #U21EURO in Israel. Unterstützt die Jungs #pulsschlagU21 und folgt @mbfussball",09:55 - 6. Jun. 2013,235,289
341622097870741504,"21 and 23 ;) http://fb.me/2MSea2daV ",11:27 - 3. Jun. 2013,271,326
341622095198969856,"Gettin' old :D great evening. Tired of all this hatin' http://fb.me/1sZfBfQqz ",11:27 - 3. Jun. 2013,286,332
337594513587576832,"Bin traurig und enttäuscht, dass ich dem Team im Finale nicht helfen kann...//I am sad and disappointed that I... http://fb.me/31iOdqQg3 ",08:42 - 23. May. 2013,396,305
334760491975053313,"...kämpfe und arbeite hart für das Finale...//...fighting and working hard for the finalFAITH http://fb.me/2nzAVcCVg ",13:01 - 15. May. 2013,295,334
327392046342090753,"...turbulente Tage für Euch, den Verein und mich.Danke für Eure Unterstützung gestern....//...turbulent... http://fb.me/2EWPEnRTL ",05:02 - 25. Apr. 2013,435,422
324445732914491392,"Gruß aus Paris vom Evonik Stand von der in-cosmetics. Heute Mittag wieder Training! //Hi from Paris at the... http://fb.me/2qn6SpfM7 ",01:54 - 17. Apr. 2013,176,208
322363429564321793,"Hier sind meine Gewinner Schlagzeilen zu meinem Osterbild: Danke für Eure megazahlreiche Teilnahme...!1. Marcel... http://fb.me/FBOe4F32 ",08:00 - 11. Apr. 2013,140,160
322114503691079680,"Das ist Glaube...und Glück:P//That's faith...and luck:Pdream it. http://fb.me/156uS5c8a ",15:30 - 10. Apr. 2013,246,247
317347864869228544,"Zu Ostern möchte ich ein kleines Spielchen machen!Schreibt zu dem Foto Eure Schlagzeile, die beiden besten... http://fb.me/2vXpONmO1 ",11:50 - 28. Mar. 2013,140,186
292383730910232576,"Tomorrow with new boots on the pitch! Bin morgen mit neuem Schuhwerk auf dem Platz! @nikefootball #BEMERCURIAL pic.twitter.com/Wznu4T6t",13:31 - 18. Jan. 2013,1.364,1.736
291906682114674688,"Hallo Leute, einmal etwas in eigener Sache, da sich sehr viele Fans bei mir melden, die auf Fake-Seiten... http://fb.me/248gNxn66 ",05:55 - 17. Jan. 2013,115,153
289829731405291520,"Chillen im Hotel mit Sven Bender!//Chilling in the hotel with Sven Bender! http://fb.me/1JhFacbkO ",12:22 - 11. Jan. 2013,184,221
284239102377877504,"Grüße aus den Urlaub! Chillen mit einem Freund:)//Greetings from vacation! chilling with a friend :)- André... http://fb.me/NQ6u51mj ",02:07 - 27. Dec. 2012,133,174
284238539464515584,"Grüße aus dem Urlaub! chillen mit einem Freund:)//Greetings from vacation! chilling with a friend :)Pleasure. http://fb.me/2o2dPPYJf ",02:05 - 27. Dec. 2012,94,128
